Include,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Grant.Principal.Investigator,Grant.Co.Principal.Investigator,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,Version,Version.History,DOI,Book.DOI,License.Name,License.URI,License.Description,Early.Access.Date,Supplement,Document.Type,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,Grant.Number,No.of.References,Cited.References,Language,Advisor,Committee.Member,Copyright,Degree.Name,Institution.Address,Institution,Dissertation.and.Thesis.Subjects,Author.Keywords,Indexed.Date,UT..Unique.ID.,Pubmed.Id
1,J,"Auersperg, Alice M.I.; Borasinski, Stefan; Laumer, Isabelle; Kacelnik, Alex",,NA,NA,,"Laumer, Isabelle/0000-0002-1597-0072; Auersperg, Alice/0000-0001-7405-9791",,NA,NA,NA,Goffin's cockatoos make the same tool type from different materials.,NA,NA,NA,,NA,NA,NA,Biology Letters,NA,NA,NA,12,11,NA,NA,20160689,20160689,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Nov 1 2016,2016,"Innovative toolmanufacture is rare and hard to isolate in animals. We show that an Indonesian generalist parrot, the Goffin's cockatoo, can flexibly and spontaneously transfer the manufacture of stick-type tools across three different materials. Each material required differentmanipulation patterns, including substrates that required active sculpting for achieving a functional, elongated shape.",NA,NA,NA,NA,NA,NA,NA,NA,29,1,1,0,22,0,29,NA,NA,1744-9561,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Vienna, Med Univ Vienna, Vet Pl 1, Vienna, A-1210, Austria",NA,NA,NA,30/03/2017,ZOOREC:ZOOR15304022541,27852942
0,J,"Carbonell, Eudald; Mosquera, Marina; Rodriguez, Xose Pedro",,NA,NA,"Carbonell, Eudald/G-3003-2015; Rodriguez-Alvarez, Xose-Pedro/B-9057-2009; Mosquera, Marina/B-1140-2014; RODRIGUEZ, XOSE-PEDRO/A-1069-2008","Rodriguez-Alvarez, Xose-Pedro/0000-0002-1852-2283; Mosquera, Marina/0000-0003-4823-6154;",,NA,NA,NA,The emergence of technology: a cultural step or long-term evolution?,NA,NA,NA,,NA,NA,NA,Comptes Rendus Palevol,NA,NA,NA,6,3,NA,NA,231,233,NA,NA,NA,10.1016/j.crpv.2006.11.004,NA,NA,NA,NA,NA,,Article,mars 2007,2007,,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,3,0,15,NA,NA,1631-0683,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Universitat Rovira i Virgili, Placa Imperial Tarraco, 1, 43005 Tarragona, Spain",NA,NA,NA,01/03/2007,ZOOREC:ZOOR14306040269,NA
1,J,"Visalberghi, E.",,NA,NA,,"Visalberghi, Elisabetta/0000-0001-7407-5468",,NA,NA,NA,Acquisition of nut-cracking behaviour by 2 capuchin monkeys (Cebus apella).,NA,NA,NA,,NA,NA,NA,Folia Primatologica,NA,NA,NA,49,03-Apr,NA,NA,168,181,NA,NA,NA,10.1159/000156320,NA,NA,NA,NA,NA,,Article,1987,1987,The acquisition of nut-cracking behaviour was investigated in two naive groups of captive capuchin monkeys (Cebus apella). Two adult males acquired this behaviour independently and without any ad hoc training. The opportunity to freely explore and manipulate the 'hammers' favoured the discovery of the correct and successful spatial relationship between the nut and the tool. The other group members did not seem to learn the use of tools either independently or by observing their proficient cagemates.,NA,NA,NA,NA,NA,NA,NA,NA,76,1,0,0,30,0,79,NA,NA,0015-5713,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1987,ZOOREC:ZOOR12500038005,NA
1,B,"Ruiz, April M.; Santos, Laurie R.",,NA,NA,,,"Sanz, Crickette M.; Call, Josep; Boesch, Christophe",NA,NA,NA,Understanding differences in the way human and non-human Primates represent tools: The role of teleological-intentional information.,NA,NA,NA,,NA,NA,NA,Tool Use in Animals: Cognition and Ecology.,NA,NA,NA,,,NA,NA,119,133,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,2013,2013,,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,6,0,14,NA,NA,,NA,978-1-107-01119-9,NA,NA,NA,NA,NA,NA,NA,NA,"Yale Univ, Dept Psychol, New Haven, CT, 06520, USA",NA,NA,NA,07/11/2013,ZOOREC:ZOOR14911058599,NA
1,J,"Morgan, Bethan J.; Abwe, Ekwoge E.",,NA,NA,,,,NA,NA,NA,Chimpanzees use stone hammers in Cameroon.,NA,NA,NA,,NA,NA,NA,Current Biology,NA,NA,NA,16,16,NA,NA,R632,R633,NA,NA,NA,10.1016/j.cub.2006.07.045,NA,NA,NA,NA,NA,,Article,August 22 2006,2006,,NA,NA,NA,NA,NA,NA,NA,NA,71,0,0,0,54,2,75,NA,NA,0960-9822,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Zool Soc San Diego, CRES, 15600 San Pasqual Valley Rd, Escondido, CA 92027, USA",NA,NA,NA,22/08/2006,ZOOREC:ZOOR14303013961,16920608
0,J,"Uomini, Natalie; Gowlett, John",,NA,NA,,,,NA,NA,NA,"Prehistoric handedness, tools and language.",NA,NA,NA,"La lateralite manuelle prehistorique, les outils et le langage.",NA,NA,NA,Revue de Primatologie,NA,NA,NA,5,,NA,NA,23pp.,23pp.,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2013,2013,"Why are 90% of people in the world right-handed? How did we become makers and users of such complex tools? Why did human language evolve? We will present archaeological and palaeoanthropological data for right-handedness in hominins. We will present our hypothesis that right-handedness and language are linked through the social and technical skills of our prehistoric ancestors. Language allowed hominins to teach and learn complex tool-making; and complex tool-use influenced the handedness of the species. Technological complexity could be transmitted thanks to the social organisation of hominins, living in larger groups with bigger social networks. Furthermore, the invention of fire would have allowed increased complexity in social relations and tools.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2077-3757,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Liverpool, Sch Archaeol Class & Egyptol, Hartley Bldg,Brownlow St, Liverpool, Merseyside, L69 3GS, United Kingdom",NA,NA,NA,01/01/2013,ZOOREC:ZOOR15305027539,NA
0,J,"Dabe, Patrick",,NA,NA,,,,NA,NA,NA,[Behaviour and cognitive capacity of prehistoric man.],NA,NA,NA,Comportements et capacites cognitives chez les hommes prehistoriques.,NA,NA,NA,Cahiers d'Ethologie,NA,NA,NA,18,1,NA,NA,141,145,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1998,1998,"Various aspects of prehistoric hominid behavior were discussed: mastering of environmental challenges using primitive tools, social life (including sexual and feeding behavior) as well as cerebral phylogeny. These elements permit the reconstruction of hominid behavior based on comparison with research on primate behavior in their ecological niche and in the laboratory.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,0778-7103,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"16, rue Marsinne, B-4218 Couthuin, Belgium",NA,NA,NA,01/01/1998,ZOOREC:ZOOR13500060555,NA
1,J,"Herzfeld, Chris",,NA,NA,,,,NA,NA,NA,"Are the pongos and the jockos, animals or humans? The challenge of the incertitude, from Rousseau to the talking-apes.",NA,NA,NA,"Les pongos et les jockos sont-ils des animaux ou des hommes ? L'epreuve de l'incertitude, de Rousseau aux singes parlants.",NA,NA,NA,Revue de Primatologie,NA,NA,NA,4,,NA,NA,14pp.,14pp.,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2012,2012,"Like the wild children, the anthropoid Primates are included in the great anthropological debates of the Eighteenth Century. We ponder upon their status. Rousseau refuses to divide the gap between great apes and the human kind, while others, scientists or philosophers, attempt to widen the gap, rejecting the anthropomorphs in the category of the beast. The chosen criteria of demarcation (language, reason, bipedalism, tool use, emotions, etc.) are greatly relativized as the study of great apes progresses. The apes bring out the ideological dimension of the dualist thought (which radically separate humans and animals), while designating its limits and aporias.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2077-3757,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Museum Natl Hist Nat, Ctr Alexandre Koyre Hist Sci & Tech, CP 25,57 Rue Cuvier, Paris, F-75231, France",NA,NA,NA,01/01/2012,ZOOREC:ZOOR15305027594,NA
1,J,"Yocom, Anna M.; Boysen, Sarah T.",,NA,NA,,,,NA,NA,NA,Comprehension of functional support by enculturated chimpanzees Pan troglodytes.,NA,NA,NA,,NA,NA,NA,Current Zoology,NA,NA,NA,57,4,NA,NA,429,440,NA,NA,NA,10.1093/czoolo/57.4.429,NA,NA,NA,NA,NA,,Article,2011,2011,"Studies of causal understanding of tool relationships in captive chimpanzees have yielded disparate findings, particularly those reported by Povinelli & colleagues (2000) for tool tasks by laboratory chimpanzees. The present set of experiments tested nine enculturated chimpanzees on three versions of a support task, as described by Povinelli (2000), during which food rewards were presented in different experimental configurations. In Experiment 1, stimulus pairs included a choice between a cloth with a reward on the upper right corner or with a second reward off the cloth, adjacent to a corner, with the second pair comprised of a cloth with food on the upper right corner, and a second cloth with the reward on the substrate, partially covered. All subjects were successful with both test conditions in Experiment 1. In a second study, the experimental choices included one of two possible correct options, paired with one of three incorrect options, with the three incorrect choices all involving varying degrees of perceptual containment. All nine chimpanzees scored significantly above chance across all six conditions. In Experiment 3, four unique conditions were presented, combining one of two possible correct choices with one of two incorrect choices. Six of the subjects scored significantly above chance across the four conditions, and group performance on individual conditions was also significant. Superior performance was demonstrated by female subjects in Experiment 3, similar to sex differences in tool use previously reported for wild chimpanzees and some tool tasks in captive chimpanzees. The present results for Experiments 2 & 3 were significantly differed from those reported by Povinelli et al. (2000) for laboratory-born, peer-reared chimpanzees. One contribution towards the dramatic differences between the two study populations may be the significant rearing and housing differences of the chimpanzee groups. One explanation is that under conditions of enculturation, rich social interactions with humans and conspecifics, as well as active exploration of artifacts, materials, and other aspects of their physical environment had a significant impact on the animals' ability to recognize the support relationships among the stimulus choices. Overall, the present findings provide strong support for the hypothesis that our chimpanzee subjects based their responses on an understanding of functional support which represented one facet of their folk physics repertoire (Current Zoology 57 (4): 429-440, 2011).",NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,2,NA,NA,1674-5507,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Psychology, The Ohio State University, Columbus, OH 43210, USA",NA,NA,NA,25/08/2011,ZOOREC:ZOOR14709062708,NA
1,J,"Bardo, Ameline; Cornette, Raphael; Borel, Antony; Pouydebat, Emmanuelle",,NA,NA,"Bardo, Ameline/AAP-2031-2020; Pouydebat, Emmanuelle/D-3150-2013; Borel, Antony/GQA-8852-2022","Bardo, Ameline/0000-0003-1840-6423; Borel, Antony/0000-0002-6014-1863; Cornette, Raphael/0000-0003-4182-4201",,NA,NA,NA,"Manual function and performance in humans, gorillas, and orangutans during the same tool use task.",NA,NA,NA,,NA,NA,NA,American Journal of Physical Anthropology,NA,NA,NA,164,4,NA,NA,821,836,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Dec-17,2017,"ObjectivesHumans are known to possess more complex manual abilities than other Primates. However, the manual abilities of Primates have not been fully explored, and we still do not know if the manipulative abilities we attribute to humans are unique. The aim of this study was to compare the manual function and performance developed by humans, gorillas and orangutans while performing the same experimental tool use task. Materials and MethodsThe study was conducted on 20 humans, 6 gorillas, and 7 orangutans. Each individual had to use a tool to collect food from a maze during six experimental sessions while maintaining the same unconstrained body posture condition. We quantified the different manual techniques used and the manual performance. ResultsEach species used different techniques. Humans used bimanual grip techniques, pad-to-pad precision grasping postures, and in-hand movements involving fingertips. Gorillas used unimanual grip techniques and simple in-hand movements while orangutans used a variety of strategies (e.g., hand or mouth). With these techniques, humans performed the task better than both gorillas and orangutans (e.g., by being quicker to collect the food). DiscussionThis study highlights other ways in which humans' manual dexterity differs from that of other species and emphasizes the distinct manipulative function of orangutans. The differences between the species could be due to the differing muscular anatomy and morphology of the hands, with hand proportion possibly placing particular biomechanical constraints on each species. The differences between gorillas and orangutans could result from their different locomotor behaviors, and we hypothesize terrestriality facilitates the development of complex manipulation.",NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,0,17,0,26,NA,NA,0002-9483; 1096-8644,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"CNRS, Dept Ecol & Management Biodvers, 55 Rue Buffon, Paris, F-75321, France",NA,NA,NA,27/04/2018,ZOOREC:ZOOR15405028078,28941286
1,J,"Lima, Thaynara; Fam, Bibiana; Tavares, Gustavo Medina; Falotico, Tiago; Cantele, Camila; Fanti, Lucca; Landau, Luane; Viscardi, Lucas Henriques; Vargas-Pinilla, Pedro; Barrientos-Diaz, Ossman; Pissinatti, Alcides; Sortica, Vinicius A.; Ottoni, Eduardo B.; Segatto, Ana Lucia A.; Turchetto-Zolet, Andreia Carina; Bortolini, Maria Catira",,NA,NA,"Barrientos-Diaz, Ossman/JZD-4565-2024; Falotico, Tiago/I-1918-2012; Vargas-Pinilla, Pedro/O-7901-2018","Henriques Viscardi, Lucas/0000-0002-3574-2747; Falotico, Tiago/0000-0002-0638-1989; Sampaio de Oliveira Fam, Bibiana/0000-0002-6654-6415; DA SILVA LOPES LIMA, THAYNARA/0009-0005-2772-5356; Vargas-Pinilla, Pedro/0000-0003-4622-0941; Bueno Landau, Luane Jandira/0000-0002-4528-118X",,NA,NA,NA,Insights into the evolutionary history of the most skilled tool-handling platyrrhini monkey: Sapajus libidinosus from the Serra da Capivara National Park.,NA,NA,NA,,NA,NA,NA,Genetics and Molecular Biology,NA,NA,NA,46,3,NA,NA,e20231065,e20231065,NA,NA,NA,,NA,NA,NA,NA,NA,1,Article,2023,2023,"Sapajus libidinosus members of the Pedra Furada group, living in the Serra da Capivara National Park, use stone tools in a wider variety of behaviors than any other living animal, except humans. To rescue the evolutionary history of the Caatinga S. libidinosus and identify factors that may have contributed to the emergence and maintenance of their tool-use culture, we conducted fieldwork seasons to obtain biological samples of these capuchin monkeys. Using CYTB sequences, we show a discrete but constant population growth from the beginning of the Holocene to the present, overlapping the emergence of the Caatinga biome. Our habitat suitability reconstruction reports the presence of plants whose hard fruits, seeds, or roots are processed by capuchins using tools. The S. libidinosus individuals in the Caatinga were capable of dynamically developing and maintaining their autochthonous culture thanks to: a) cognitive capacity to generate and execute innovation under selective pressure; b) tolerance favoring learning and cultural inheritance; c) an unknown genetic repertoire that underpins the adaptive traits; d) a high degree of terrestriality; e) presence and abundance of natural resources, which makes some places hot spots for innovation, and cultural diversification within a relatively short time.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,1415-4757,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Fed Rio Grande do Sul, Inst Biociencias, Ave Bento Goncalves 9500,Predio 43323, Porto Alegre, RS, BR-91501970 BC, Brazil",NA,NA,NA,26/01/2024,ZOOREC:ZOOR16002008223,37948505
1,J,"la Cour, L.T.; Stone, B.W.; Hopkins, W.; Menzel, C.; Fragaszy, Dorothy M.",,NA,NA,"Hopkins, William James/JFK-5636-2023; , Doree/HCI-4354-2022","Hopkins, William James/0000-0002-2146-2912; , Doree/0000-0002-4010-4993; Stone, Brian/0000-0002-4911-8419",,NA,NA,NA,What limits tool use in nonhuman Primates? Insights from tufted capuchin monkeys (Sapajus spp.) and chimpanzees (Pan troglodytes) aligning three-dimensional objects to a surface.,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,17,1,NA,NA,113,125,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jan-14,2014,"Perceptuomotor functions that support using hand tools can be examined in other manipulation tasks, such as alignment of objects to surfaces. We examined tufted capuchin monkeys' and chimpanzees' performance at aligning objects to surfaces while managing one or two spatial relations to do so. We presented six subjects of each species with a single stick to place into a groove, two sticks of equal length to place into two grooves, or two sticks joined as a T to place into a T-shaped groove. Tufted capuchins and chimpanzees performed equivalently on these tasks, aligning the straight stick to within 22.5[degree] of parallel to the groove in approximately half of their attempts to place it, and taking more attempts to place the T stick than two straight sticks. The findings provide strong evidence that tufted capuchins and chimpanzees do not reliably align even one prominent axial feature of an object to a surface, and that managing two concurrent allocentric spatial relations in an alignment problem is significantly more challenging to them than managing two sequential relations. In contrast, humans from 2 years of age display very different perceptuomotor abilities in a similar task: they align sticks to a groove reliably on each attempt, and they readily manage two allocentric spatial relations concurrently. Limitations in aligning objects and in managing two or more relations at a time significantly constrain how nonhuman Primates can use hand tools.",NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,6,0,8,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Georgia, Dept Psychol, Athens, GA, 30602, USA",NA,NA,NA,08/05/2014,ZOOREC:ZOOR15005024295,23820935
