Name,Category,X2023.JIF,Group,Notes
Zoological Journal of the Linnean Society,ZOOLOGY,3,Zoology,
Zoological Magazine Tokyo,NA,NA,NA,
Zoological Research,ZOOLOGY,4,Zoology,
Zoological Science (Tokyo),ZOOLOGY,0.9,Zoology,
Zoological Studies,ZOOLOGY,1.5,Zoology,
Zoologicheskii Zhurnal,NA,NA,NA,
Zoologicke Listy,NA,NA,NA,
Zoologische Beitraege,NA,NA,NA,
Zoologische Garten,NA,NA,NA,
Zoologische Garten Leipzig,NA,NA,NA,
Zoologische Jahrbuecher (Systematik),NA,NA,NA,
Zoologische Jahrbuecher Abteilung fuer Allgemeine Zoologie und Physiologie der Tiere,NA,NA,NA,
Zoologische Jahrbuecher Abteilung fuer Systematik Oekologie und Geographie der Tiere,NA,NA,NA,
Zoologische Jahrbuecher Jena Anatomie,NA,NA,NA,
Zoologische Verhandelingen (Leiden),NA,NA,NA,
Zoologischer Anz,ZOOLOGY,1.2,Zoology,
Zoologischer Anzeiger,ZOOLOGY,1.2,Zoology,
Zoologischer Anzeiger Leipzig,ZOOLOGY,1.2,Zoology,
Zoologisk Revy,NA,NA,NA,
Zoologiska Bidrag fran Uppsala,NA,NA,NA,
Zoology (Jena),ZOOLOGY,1.6,Zoology,
ZooNotes,NA,NA,NA,
Zoos' Print,NA,NA,NA,
Zoos' Print Journal,NA,NA,NA,
Zootaxa,ZOOLOGY,0.8,Zoology,
Zpravy MOS,NA,NA,NA,
Zpravy Muzei Zapadoceskeho Kraje,NA,NA,NA,
